transaction_id,customer_id,transaction_amount,transaction_date,transaction_count,region,transaction_status
TXN_0001202,CUST_00402,2810.52,2024-07-04,4,South,Success
TXN_0001203,CUST_00615,2144.66,2024-09-06,3,North,Success
TXN_0001204,CUST_01183,549.91,2024-09-11,3,North,Success
TXN_0001205,CUST_01176,2240.46,2024-03-16,7,East,Success
TXN_0001206,CUST_00995,5817.0,2024-04-17,4,East,Success
TXN_0001207,CUST_00620,1366.88,2024-06-04,4,North,Success
TXN_0001208,CUST_00188,3070.4,2024-03-22,4,North,Success
TXN_0001209,CUST_01122,4364.56,2024-03-17,4,North,Success
TXN_0001210,CUST_00131,1066.63,2024-09-14,4,South,Success
TXN_0001211,CUST_00805,1539.11,2024-05-06,5,South,Success
TXN_0001212,CUST_01195,978.16,2024-10-08,2,East,Success
TXN_0001213,CUST_00936,1143.98,2024-03-28,8,South,Success
TXN_0001214,CUST_00986,788.33,2024-07-22,7,West,Success
TXN_0001215,CUST_00183,1074.53,2024-01-16,8,North,Success
TXN_0001216,CUST_00983,6874.43,2024-05-30,5,East,Success
TXN_0001217,CUST_00364,1061.69,2024-09-10,7,South,Success
TXN_0001218,CUST_00039,2443.45,2024-07-06,7,East,Success
TXN_0001219,CUST_00497,1476.91,2024-11-24,5,South,Success
TXN_0001220,CUST_00982,5670.84,2024-02-01,6,East,Success
TXN_0001221,CUST_00921,6303.94,2024-09-27,5,North,Success
TXN_0001222,CUST_00722,4408.35,2024-01-05,7,North,Success
TXN_0001223,CUST_01185,2821.17,2024-11-25,3,North,Success
TXN_0001224,CUST_00016,1835.65,2024-11-03,7,South,Success
TXN_0001225,CUST_00493,851.07,2024-11-28,8,East,Success
TXN_0001226,CUST_01132,10454.87,2024-06-17,6,East,Success
TXN_0001227,CUST_00894,1202.62,2024-06-29,3,East,Success
TXN_0001228,CUST_00311,3755.28,2024-06-26,6,West,Success
TXN_0001229,CUST_00739,5154.64,2024-05-22,5,South,Success
TXN_0001230,CUST_01194,1416.26,2024-12-27,7,North,Success
TXN_0001231,CUST_00546,5066.52,2024-09-04,4,North,Success
TXN_0001232,CUST_00414,4069.89,2024-05-06,7,East,Success
TXN_0001233,CUST_00251,8798.8,2024-09-19,4,East,Success
TXN_0001234,CUST_00759,1517.05,2024-02-09,6,West,Success
TXN_0001235,CUST_01165,789.43,2024-12-20,6,South,Success
TXN_0001236,CUST_01063,1473.81,2024-09-11,4,East,Fail
TXN_0001237,CUST_00814,2609.94,2024-05-22,8,East,Fail
TXN_0001238,CUST_00029,2313.62,2024-08-27,6,South,Success
TXN_0001239,CUST_00958,1612.03,2024-08-15,1,East,Fail
TXN_0001240,CUST_00477,479.45,2024-12-06,3,North,Success
TXN_0001241,CUST_00318,3217.59,2024-07-16,7,South,Success
TXN_0001242,CUST_00245,10698.68,2024-03-05,5,North,Success
TXN_0001243,CUST_00748,3201.58,2024-01-11,6,West,Success
TXN_0001244,CUST_00697,3595.03,2024-04-17,2,East,Success
TXN_0001245,CUST_00272,3491.04,2024-01-26,3,East,Success
TXN_0001246,CUST_00377,3034.0,2024-05-30,4,South,Fail
TXN_0001247,CUST_00266,4653.3,2024-08-08,8,West,Success
TXN_0001248,CUST_00926,3029.94,2024-12-06,6,South,Success
TXN_0001249,CUST_00921,1719.62,2024-08-24,7,West,Success
TXN_0001250,CUST_00340,1168.19,2024-08-24,8,South,Success
TXN_0001251,CUST_00389,1809.53,2024-08-06,2,South,Success
TXN_0001252,CUST_00577,2839.27,2024-05-30,7,East,Success
TXN_0001253,CUST_00003,1714.94,2024-05-02,3,East,Success
TXN_0001254,CUST_01166,2839.75,2024-05-23,3,West,Fail
TXN_0001255,CUST_00376,3137.93,2024-07-07,4,North,Success
TXN_0001256,CUST_00324,4300.75,2024-09-11,8,North,Success
TXN_0001257,CUST_00146,6162.49,2024-03-08,5,South,Success
TXN_0001258,CUST_00293,2350.55,2024-04-13,4,East,Success
TXN_0001259,CUST_00432,775.71,2024-12-01,5,South,Success
TXN_0001260,CUST_00705,1675.58,2024-06-07,3,West,Success
TXN_0001261,CUST_00949,2287.58,2024-11-04,2,South,Success
TXN_0001262,CUST_00585,508.46,2024-12-27,6,South,Success
TXN_0001263,CUST_00399,6707.16,2024-10-26,6,South,Success
TXN_0001264,CUST_00817,2474.77,2024-03-30,6,West,Success
TXN_0001265,CUST_00964,2996.15,2024-12-22,5,West,Success
TXN_0001266,CUST_01164,6584.15,2024-09-12,2,South,Success
TXN_0001267,CUST_00187,1333.93,2024-12-18,4,East,Success
TXN_0001268,CUST_00061,3495.51,2024-08-07,5,West,Success
TXN_0001269,CUST_00939,2022.54,2024-01-09,3,North,Success
TXN_0001270,CUST_00710,1905.94,2024-01-12,9,South,Success
TXN_0001271,CUST_00807,1190.64,2024-11-20,6,East,Success
TXN_0001272,CUST_00011,8370.61,2024-08-31,8,West,Success
TXN_0001273,CUST_01086,1635.33,2024-06-30,4,South,Success
TXN_0001274,CUST_00226,3864.44,2024-10-10,1,East,Success
TXN_0001275,CUST_01177,492.75,2024-11-07,5,North,Success
TXN_0001276,CUST_00564,5675.94,2024-04-08,4,West,Success
TXN_0001277,CUST_00772,5124.4,2024-07-15,5,West,Success
TXN_0001278,CUST_00885,2387.37,2024-08-13,6,North,Success
TXN_0001279,CUST_01131,1841.7,2024-11-28,3,West,Success
TXN_0001280,CUST_00226,3041.18,2024-04-12,7,East,Success
TXN_0001281,CUST_00825,13780.81,2024-04-15,4,West,Success
TXN_0001282,CUST_00218,538.84,2024-12-30,9,South,Success
TXN_0001283,CUST_00937,4128.3,2024-02-27,5,North,Success
TXN_0001284,CUST_00753,1064.97,2024-03-18,8,South,Success
TXN_0001285,CUST_00506,2173.44,2024-03-15,7,West,Success
TXN_0001286,CUST_00259,1811.11,2024-02-11,5,South,Success
TXN_0001287,CUST_00054,1567.67,2024-11-19,5,East,Success
TXN_0001288,CUST_01071,2189.94,2024-06-29,5,South,Success
TXN_0001289,CUST_00727,891.28,2024-02-02,8,East,Success
TXN_0001290,CUST_00689,5030.85,2024-03-11,7,East,Success
TXN_0001291,CUST_01123,525.68,2024-02-25,6,East,Success
TXN_0001292,CUST_01044,3400.96,2024-04-14,4,North,Success
TXN_0001293,CUST_00419,1700.66,2024-07-18,2,South,Success
TXN_0001294,CUST_00690,865.46,2024-04-10,3,East,Success
TXN_0001295,CUST_00850,2596.47,2024-09-12,2,East,Success
TXN_0001296,CUST_00062,635.52,2024-11-02,6,South,Success
TXN_0001297,CUST_01169,2279.64,2024-03-14,4,West,Success
TXN_0001298,CUST_00216,707.47,2024-06-19,4,North,Success
TXN_0001299,CUST_00003,3193.96,2024-05-22,8,East,Fail
TXN_0001300,CUST_00160,1054.18,2024-06-14,5,West,Success
TXN_0001301,CUST_00781,1539.49,2024-09-17,4,West,Success
TXN_0001302,CUST_01144,2793.8,2024-08-08,5,West,Success
TXN_0001303,CUST_00893,1190.31,2024-03-23,6,East,Success
TXN_0001304,CUST_01113,2108.28,2024-06-30,11,East,Success
TXN_0001305,CUST_00329,657.82,2024-11-02,10,East,Success
TXN_0001306,CUST_00580,3658.1,2024-01-10,4,South,Success
TXN_0001307,CUST_00952,9062.78,2024-01-04,4,East,Success
TXN_0001308,CUST_00635,20614.85,2024-12-16,5,North,Success
TXN_0001309,CUST_00988,2375.43,2024-12-01,8,South,Fail
TXN_0001310,CUST_00921,4148.75,2024-10-18,5,North,Fail
TXN_0001311,CUST_00738,531.39,2024-10-07,7,West,Success
TXN_0001312,CUST_00170,7348.03,2024-08-02,5,South,Success
TXN_0001313,CUST_00521,4109.2,2024-04-07,6,South,Success
TXN_0001314,CUST_00040,1499.45,2024-04-10,6,South,Success
TXN_0001315,CUST_00955,5941.66,2024-01-09,7,North,Success
TXN_0001316,CUST_00984,1801.58,2024-03-01,3,North,Success
TXN_0001317,CUST_01148,1530.85,2024-11-04,6,West,Success
TXN_0001318,CUST_00975,3230.1,2024-05-25,5,East,Success
TXN_0001319,CUST_00038,943.24,2024-03-03,6,North,Success
TXN_0001320,CUST_00328,5000.53,2024-04-30,5,West,Success
TXN_0001321,CUST_00914,948.81,2024-08-13,9,East,Success
TXN_0001322,CUST_00454,953.33,2024-04-14,5,South,Success
TXN_0001323,CUST_00037,1066.62,2024-09-16,5,East,Success
TXN_0001324,CUST_00973,4054.57,2024-12-14,4,North,Success
TXN_0001325,CUST_00796,1348.27,2024-09-11,5,West,Success
TXN_0001326,CUST_00973,751.15,2024-07-25,7,South,Success
TXN_0001327,CUST_00593,1360.29,2024-01-28,8,South,Success
TXN_0001328,CUST_01138,2152.46,2024-06-18,4,East,Success
TXN_0001329,CUST_01064,858.53,2024-12-01,9,East,Success
TXN_0001330,CUST_00224,878.89,2024-03-16,3,North,Success
TXN_0001331,CUST_00318,11956.58,2024-04-25,8,South,Success
TXN_0001332,CUST_00349,1109.37,2024-03-09,5,East,Success
TXN_0001333,CUST_00115,1705.42,2024-12-19,7,South,Success
TXN_0001334,CUST_00698,1646.18,2024-08-21,2,West,Success
TXN_0001335,CUST_01064,1576.42,2024-01-01,6,West,Success
TXN_0001336,CUST_00040,3630.32,2024-06-15,5,North,Success
TXN_0001337,CUST_00216,4715.05,2024-12-17,7,South,Success
TXN_0001338,CUST_01171,1728.89,2024-08-05,5,East,Success
TXN_0001339,CUST_00336,821.24,2024-09-29,4,West,Success
TXN_0001340,CUST_01192,6121.44,2024-09-07,8,West,Success
TXN_0001341,CUST_00092,2046.17,2024-12-12,4,North,Fail
TXN_0001342,CUST_00353,8815.42,2024-12-09,7,West,Success
TXN_0001343,CUST_00571,366.33,2024-06-22,6,North,Success
TXN_0001344,CUST_00816,2582.01,2024-06-18,2,South,Success
TXN_0001345,CUST_00781,10248.48,2024-09-02,6,East,Success
TXN_0001346,CUST_00363,1664.68,2024-03-30,3,South,Success
TXN_0001347,CUST_00557,1843.84,2024-02-18,6,South,Success
TXN_0001348,CUST_01194,2797.3,2024-10-20,5,South,Success
TXN_0001349,CUST_00356,1412.28,2024-05-29,10,East,Success
TXN_0001350,CUST_00191,1720.45,2024-05-11,7,South,Success
TXN_0001351,CUST_00422,1685.38,2024-02-28,8,South,Success
TXN_0001352,CUST_00700,1336.84,2024-11-19,3,North,Success
TXN_0001353,CUST_00007,5902.23,2024-07-17,6,North,Success
TXN_0001354,CUST_00133,3193.47,2024-08-02,6,North,Success
TXN_0001355,CUST_00557,2698.64,2024-02-18,3,East,Success
TXN_0001356,CUST_00826,4216.91,2024-08-19,3,West,Success
TXN_0001357,CUST_00761,1787.4,2024-09-03,4,West,Success
TXN_0001358,CUST_01055,1188.73,2024-08-26,5,South,Success
TXN_0001359,CUST_00535,1363.62,2024-06-16,4,West,Success
TXN_0001360,CUST_00426,2211.5,2024-02-17,2,South,Success
TXN_0001361,CUST_00672,946.37,2024-02-20,4,North,Success
TXN_0001362,CUST_00363,1479.99,2024-10-25,5,South,Success
TXN_0001363,CUST_00082,1461.34,2024-04-07,8,East,Success
TXN_0001364,CUST_00356,12084.09,2024-08-03,6,West,Success
TXN_0001365,CUST_00589,240.07,2024-06-25,1,South,Success
TXN_0001366,CUST_00295,1912.76,2024-03-20,4,North,Success
TXN_0001367,CUST_01070,8782.84,2024-07-03,10,East,Success
TXN_0001368,CUST_01137,2434.45,2024-01-27,3,South,Success
TXN_0001369,CUST_00017,4034.89,2024-07-13,5,South,Success
TXN_0001370,CUST_00360,2391.94,2024-08-01,7,South,Fail
TXN_0001371,CUST_00866,1294.83,2024-12-07,6,East,Success
TXN_0001372,CUST_00700,367.41,2024-04-23,4,South,Success
TXN_0001373,CUST_00448,2602.86,2024-08-29,2,North,Success
TXN_0001374,CUST_00856,1187.39,2024-05-03,2,North,Success
TXN_0001375,CUST_00365,1164.13,2024-10-31,3,North,Success
TXN_0001376,CUST_00675,1481.5,2024-03-16,6,North,Success
TXN_0001377,CUST_01008,8918.55,2024-11-06,7,East,Success
TXN_0001378,CUST_00467,15121.46,2024-11-07,3,North,Success
TXN_0001379,CUST_00414,2627.44,2024-07-14,4,North,Success
TXN_0001380,CUST_00586,1522.62,2024-12-16,3,West,Fail
TXN_0001381,CUST_00994,861.11,2024-02-13,3,North,Success
TXN_0001382,CUST_00572,3212.59,2024-07-04,6,East,Success
TXN_0001383,CUST_00335,9194.17,2024-12-08,3,West,Success
TXN_0001384,CUST_00037,1811.89,2024-09-02,4,West,Success
TXN_0001385,CUST_00989,329.25,2024-03-24,7,East,Success
TXN_0001386,CUST_00278,3774.56,2024-07-25,6,West,Success
TXN_0001387,CUST_00916,4857.7,2024-05-30,7,South,Success
TXN_0001388,CUST_00484,621.0,2024-06-04,2,North,Fail
TXN_0001389,CUST_00731,2543.22,2024-01-16,2,South,Success
TXN_0001390,CUST_00192,3168.4,2024-06-13,8,East,Success
TXN_0001391,CUST_01041,2082.9,2024-05-24,9,South,Success
TXN_0001392,CUST_00524,1173.07,2024-02-06,2,East,Success
TXN_0001393,CUST_00918,4977.83,2024-11-28,5,South,Success
TXN_0001394,CUST_00401,1599.26,2024-02-14,6,North,Success
TXN_0001395,CUST_00886,673.07,2024-07-24,4,East,Success
TXN_0001396,CUST_00705,428.56,2024-03-02,4,East,Success
TXN_0001397,CUST_00022,6055.24,2024-12-21,3,East,Success
TXN_0001398,CUST_00474,3616.75,2024-11-03,4,West,Success
TXN_0001399,CUST_01144,2369.37,2024-01-19,5,North,Success
TXN_0001400,CUST_00210,1552.75,2024-12-30,7,West,Success
TXN_0001401,CUST_00306,1446.35,2024-10-26,2,West,Success
TXN_0001402,CUST_00704,933.94,2024-01-07,4,North,Success
TXN_0001403,CUST_00687,1563.74,2024-09-05,4,East,Success
TXN_0001404,CUST_00285,405.02,2024-04-26,6,West,Fail
TXN_0001405,CUST_00716,1225.55,2024-03-08,9,West,Success
TXN_0001406,CUST_00763,1722.01,2024-02-03,4,East,Success
TXN_0001407,CUST_00948,3597.17,2024-07-12,5,North,Success
TXN_0001408,CUST_00381,2138.93,2024-11-20,4,North,Success
TXN_0001409,CUST_00460,4171.11,2024-02-24,5,North,Success
TXN_0001410,CUST_01031,6498.38,2024-09-22,6,West,Fail
TXN_0001411,CUST_00029,5148.89,2024-02-11,3,North,Success
TXN_0001412,CUST_00907,3217.65,2024-10-23,3,North,Fail
TXN_0001413,CUST_01057,2229.41,2024-08-18,3,West,Success
TXN_0001414,CUST_00879,1007.64,2024-01-10,7,North,Success
TXN_0001415,CUST_00079,3991.63,2024-12-23,6,South,Success
TXN_0001416,CUST_00947,8465.87,2024-05-07,5,North,Success
TXN_0001417,CUST_00459,2903.54,2024-06-27,4,North,Success
TXN_0001418,CUST_00570,10237.44,2024-07-11,8,East,Success
TXN_0001419,CUST_00738,651.67,2024-04-01,4,West,Success
TXN_0001420,CUST_00516,877.14,2024-08-18,4,East,Success
TXN_0001421,CUST_01123,4377.19,2024-03-18,5,South,Success
TXN_0001422,CUST_00397,2728.3,2024-03-25,6,North,Fail
TXN_0001423,CUST_00039,6317.16,2024-01-30,8,East,Success
TXN_0001424,CUST_00887,2181.18,2024-07-31,5,East,Success
TXN_0001425,CUST_00797,1102.81,2024-02-18,3,South,Success
TXN_0001426,CUST_00157,1861.48,2024-09-21,9,North,Success
TXN_0001427,CUST_01099,647.98,2024-05-24,6,East,Success
TXN_0001428,CUST_00884,895.27,2024-03-09,3,North,Success
TXN_0001429,CUST_01154,4807.61,2024-02-27,9,South,Success
TXN_0001430,CUST_00974,4439.2,2024-07-03,5,South,Success
TXN_0001431,CUST_01108,2952.49,2024-03-02,4,North,Success
TXN_0001432,CUST_01046,557.32,2024-11-03,5,South,Success
TXN_0001433,CUST_00849,1657.85,2024-10-22,6,West,Success
TXN_0001434,CUST_00748,828.82,2024-06-14,4,East,Success
TXN_0001435,CUST_00989,5660.27,2024-06-19,7,West,Success
TXN_0001436,CUST_00021,1384.4,2024-03-03,5,West,Success
TXN_0001437,CUST_00303,926.49,2024-05-26,2,South,Success
TXN_0001438,CUST_00869,2261.62,2024-11-01,4,South,Success
TXN_0001439,CUST_00084,1323.29,2024-06-09,6,North,Success
TXN_0001440,CUST_00570,7237.24,2024-05-20,6,West,Success
TXN_0001441,CUST_00934,1226.78,2024-11-29,8,East,Success
TXN_0001442,CUST_01186,720.98,2024-04-06,3,North,Success
TXN_0001443,CUST_01187,394.52,2024-08-08,2,North,Success
TXN_0001444,CUST_01009,2154.62,2024-02-12,5,North,Success
TXN_0001445,CUST_00793,1408.75,2024-10-18,5,South,Success
TXN_0001446,CUST_00792,704.07,2024-04-17,7,South,Success
TXN_0001447,CUST_00492,5718.04,2024-09-22,5,North,Fail
TXN_0001448,CUST_00208,3766.1,2024-04-04,3,South,Success
TXN_0001449,CUST_01084,2159.05,2024-09-18,6,South,Fail
TXN_0001450,CUST_00430,6577.84,2024-11-08,6,North,Success
TXN_0001451,CUST_00985,3751.94,2024-03-11,3,East,Success
TXN_0001452,CUST_00520,1143.35,2024-08-06,8,East,Success
TXN_0001453,CUST_00591,961.62,2024-01-21,2,South,Success
TXN_0001454,CUST_01051,4248.77,2024-04-01,4,East,Success
TXN_0001455,CUST_00199,3032.35,2024-05-06,5,East,Success
TXN_0001456,CUST_00387,2529.55,2024-03-20,3,South,Success
TXN_0001457,CUST_00349,1121.93,2024-11-07,4,East,Success
TXN_0001458,CUST_00960,3591.62,2024-08-25,6,South,Success
TXN_0001459,CUST_00693,1206.65,2024-06-30,8,West,Success
TXN_0001460,CUST_00378,2035.32,2024-01-25,5,North,Success
TXN_0001461,CUST_00899,7027.28,2024-06-04,2,East,Success
TXN_0001462,CUST_00916,1301.58,2024-01-05,7,North,Success
TXN_0001463,CUST_00527,627.42,2024-04-29,5,North,Success
TXN_0001464,CUST_01177,951.43,2024-10-03,3,South,Success
TXN_0001465,CUST_00734,4892.4,2024-01-18,4,East,Success
TXN_0001466,CUST_00206,2707.51,2024-07-16,3,East,Success
TXN_0001467,CUST_00455,1992.01,2024-02-26,5,West,Fail
TXN_0001468,CUST_00521,1469.57,2024-04-02,4,East,Success
TXN_0001469,CUST_01017,3256.11,2024-01-19,4,East,Success
TXN_0001470,CUST_00956,1119.59,2024-12-18,8,South,Success
TXN_0001471,CUST_00726,2820.11,2024-07-11,7,North,Success
TXN_0001472,CUST_01014,1230.28,2024-08-24,3,West,Success
TXN_0001473,CUST_00501,1076.93,2024-10-03,5,East,Success
TXN_0001474,CUST_00117,1326.12,2024-08-14,3,East,Success
TXN_0001475,CUST_00386,1635.45,2024-08-20,6,West,Success
TXN_0001476,CUST_00584,2123.74,2024-02-09,2,South,Success
TXN_0001477,CUST_00395,2666.08,2024-11-18,4,East,Success
TXN_0001478,CUST_01088,115.5,2024-06-01,5,East,Success
TXN_0001479,CUST_00721,1157.34,2024-05-06,3,West,Success
TXN_0001480,CUST_00072,1614.44,2024-08-24,1,North,Success
TXN_0001481,CUST_00274,7361.73,2024-02-24,6,East,Success
TXN_0001482,CUST_00338,930.76,2024-06-20,12,East,Success
TXN_0001483,CUST_00607,2515.53,2024-04-18,4,North,Success
TXN_0001484,CUST_00166,7302.88,2024-12-19,5,East,Success
TXN_0001485,CUST_00011,772.49,2024-07-02,5,North,Success
TXN_0001486,CUST_00729,3026.55,2024-07-16,1,South,Success
TXN_0001487,CUST_00801,1162.33,2024-03-27,3,North,Success
TXN_0001488,CUST_00102,1474.82,2024-07-19,9,North,Success
TXN_0001489,CUST_00779,1161.55,2024-12-02,4,East,Success
TXN_0001490,CUST_00214,1229.69,2024-11-17,2,East,Success
TXN_0001491,CUST_01112,19487.52,2024-10-01,6,West,Success
TXN_0001492,CUST_00401,4339.72,2024-07-29,5,East,Fail
TXN_0001493,CUST_00588,5331.51,2024-04-27,6,East,Success
TXN_0001494,CUST_00889,3273.43,2024-07-09,4,North,Success
TXN_0001495,CUST_01070,610.94,2024-02-11,5,South,Success
TXN_0001496,CUST_00592,3028.94,2024-02-11,6,East,Success
TXN_0001497,CUST_01110,5210.04,2024-11-10,6,North,Fail
TXN_0001498,CUST_00092,1115.75,2024-10-02,5,West,Success
TXN_0001499,CUST_00673,4780.31,2024-11-24,4,West,Success
TXN_0001500,CUST_00714,3879.53,2024-01-17,3,South,Success
TXN_0001501,CUST_00936,9717.0,2024-10-09,7,South,Success
TXN_0001502,CUST_00242,1580.94,2024-09-14,7,South,Success
TXN_0001503,CUST_00002,917.74,2024-03-03,10,North,Success
TXN_0001504,CUST_00225,1653.58,2024-03-02,3,East,Fail
TXN_0001505,CUST_00801,6963.63,2024-04-09,5,North,Success
TXN_0001506,CUST_00589,511.46,2024-01-19,4,West,Success
TXN_0001507,CUST_00116,422.12,2024-01-17,7,West,Success
TXN_0001508,CUST_00918,2372.07,2024-11-20,9,East,Success
TXN_0001509,CUST_01127,1549.87,2024-09-02,2,South,Fail
TXN_0001510,CUST_00194,2222.04,2024-09-07,6,West,Success
TXN_0001511,CUST_01190,4704.38,2024-03-21,3,South,Success
TXN_0001512,CUST_00871,1419.34,2024-02-08,4,North,Success
TXN_0001513,CUST_00090,493.54,2024-02-05,2,South,Success
TXN_0001514,CUST_00122,11334.26,2024-07-15,4,North,Success
TXN_0001515,CUST_00143,994.48,2024-06-06,9,East,Success
TXN_0001516,CUST_00994,946.5,2024-07-22,6,South,Success
TXN_0001517,CUST_00106,5339.97,2024-07-14,5,East,Success
TXN_0001518,CUST_00887,1623.61,2024-08-03,10,South,Success
TXN_0001519,CUST_00428,2099.15,2024-10-11,4,West,Success
TXN_0001520,CUST_00317,3249.42,2024-07-14,3,East,Success
TXN_0001521,CUST_00635,5254.64,2024-11-02,8,South,Success
TXN_0001522,CUST_00009,1691.26,2024-05-31,2,East,Success
TXN_0001523,CUST_00774,7449.94,2024-01-14,3,South,Success
TXN_0001524,CUST_01097,399.96,2024-11-20,1,North,Success
TXN_0001525,CUST_00223,4055.5,2024-05-25,3,East,Success
TXN_0001526,CUST_00553,1128.2,2024-02-26,7,West,Success
TXN_0001527,CUST_00716,6619.78,2024-07-29,3,East,Success
TXN_0001528,CUST_01108,2474.11,2024-09-24,6,North,Success
TXN_0001529,CUST_00111,1289.07,2024-07-28,8,North,Success
TXN_0001530,CUST_00251,3752.86,2024-01-17,6,West,Success
TXN_0001531,CUST_00383,4512.25,2024-10-12,5,North,Success
TXN_0001532,CUST_00007,3690.49,2024-12-09,3,West,Success
TXN_0001533,CUST_00459,968.98,2024-07-21,5,South,Success
TXN_0001534,CUST_01108,1499.35,2024-04-08,5,North,Success
TXN_0001535,CUST_00208,2201.16,2024-10-05,6,South,Success
TXN_0001536,CUST_00900,2136.65,2024-07-27,5,South,Success
TXN_0001537,CUST_00022,4023.05,2024-05-08,3,North,Success
TXN_0001538,CUST_00410,440.57,2024-11-30,8,West,Success
TXN_0001539,CUST_00895,2885.52,2024-10-14,6,West,Success
TXN_0001540,CUST_00515,1751.13,2024-09-08,7,West,Success
TXN_0001541,CUST_01151,1129.13,2024-09-21,2,North,Success
TXN_0001542,CUST_00809,1219.27,2024-09-27,3,South,Success
TXN_0001543,CUST_00874,1860.07,2024-07-06,6,East,Success
TXN_0001544,CUST_00014,123.86,2024-08-01,6,East,Fail
TXN_0001545,CUST_00971,1260.13,2024-10-09,7,North,Fail
TXN_0001546,CUST_00978,1095.92,2024-07-29,5,East,Success
TXN_0001547,CUST_01014,3382.01,2024-12-30,4,South,Fail
TXN_0001548,CUST_01036,1159.31,2024-03-16,3,East,Success
TXN_0001549,CUST_00087,1859.21,2024-05-27,5,West,Success
TXN_0001550,CUST_00909,7584.19,2024-11-16,6,South,Success
TXN_0001551,CUST_00122,4892.61,2024-07-31,2,North,Success
TXN_0001552,CUST_01171,4545.16,2024-04-18,10,North,Success
TXN_0001553,CUST_00750,1480.45,2024-05-08,6,West,Success
TXN_0001554,CUST_00685,3409.86,2024-01-10,9,East,Fail
TXN_0001555,CUST_00309,1831.48,2024-02-16,7,North,Success
TXN_0001556,CUST_00695,1887.72,2024-11-10,4,North,Fail
TXN_0001557,CUST_00288,3064.83,2024-04-05,7,South,Success
TXN_0001558,CUST_00307,1369.78,2024-04-12,6,South,Success
TXN_0001559,CUST_00914,7291.05,2024-12-07,7,South,Success
TXN_0001560,CUST_00662,1942.82,2024-05-25,11,South,Success
TXN_0001561,CUST_00549,3621.66,2024-01-27,2,North,Success
TXN_0001562,CUST_00312,7076.12,2024-08-07,7,South,Success
TXN_0001563,CUST_00873,5040.81,2024-01-18,4,West,Success
TXN_0001564,CUST_01083,715.42,2024-06-15,5,West,Success
TXN_0001565,CUST_00924,3152.39,2024-03-22,8,South,Success
TXN_0001566,CUST_00755,4361.52,2024-03-12,7,South,Success
TXN_0001567,CUST_00035,4507.47,2024-11-05,4,East,Success
TXN_0001568,CUST_00445,906.29,2024-09-10,6,South,Fail
TXN_0001569,CUST_00093,1305.54,2024-06-10,6,North,Success
TXN_0001570,CUST_00353,4893.42,2024-11-22,8,West,Success
TXN_0001571,CUST_00903,1200.62,2024-02-07,4,West,Success
TXN_0001572,CUST_00862,1737.57,2024-07-19,6,North,Success
TXN_0001573,CUST_00159,7790.81,2024-07-18,6,South,Success
TXN_0001574,CUST_00957,2125.5,2024-09-11,7,East,Success
TXN_0001575,CUST_00024,1234.7,2024-06-27,7,West,Success
TXN_0001576,CUST_00404,1094.34,2024-02-04,3,East,Success
TXN_0001577,CUST_00805,2881.81,2024-03-22,4,West,Success
TXN_0001578,CUST_00516,760.12,2024-08-07,6,East,Success
TXN_0001579,CUST_00732,1811.9,2024-06-06,9,West,Success
TXN_0001580,CUST_00532,2882.99,2024-01-04,5,East,Success
TXN_0001581,CUST_00956,6243.65,2024-06-15,5,South,Success
TXN_0001582,CUST_00152,3767.02,2024-07-22,4,South,Success
TXN_0001583,CUST_00947,1247.31,2024-07-12,5,North,Success
TXN_0001584,CUST_00608,5668.82,2024-08-22,5,North,Success
TXN_0001585,CUST_00420,1737.82,2024-07-24,8,East,Success
TXN_0001586,CUST_01141,821.75,2024-05-29,8,East,Success
TXN_0001587,CUST_00866,1924.4,2024-06-07,5,West,Success
TXN_0001588,CUST_00578,6978.12,2024-10-05,4,North,Success
TXN_0001589,CUST_00335,2520.45,2024-10-30,3,North,Success
TXN_0001590,CUST_00932,2230.58,2024-06-14,4,West,Success
TXN_0001591,CUST_00295,8182.63,2024-11-06,6,East,Success
TXN_0001592,CUST_00755,702.69,2024-03-08,7,North,Success
TXN_0001593,CUST_00186,789.6,2024-03-28,3,East,Success
TXN_0001594,CUST_00637,606.27,2024-08-04,3,South,Success
TXN_0001595,CUST_00530,2975.35,2024-01-01,4,East,Success
TXN_0001596,CUST_00021,2522.98,2024-05-14,2,South,Success
TXN_0001597,CUST_00911,7586.98,2024-07-03,4,South,Success
TXN_0001598,CUST_00867,2683.24,2024-12-16,5,West,Fail
TXN_0001599,CUST_00794,1598.27,2024-05-19,5,West,Success
TXN_0001600,CUST_00100,2211.52,2024-04-15,6,South,Success
TXN_0001601,CUST_00752,2426.4,2024-05-12,7,West,Success
TXN_0001602,CUST_00478,579.75,2024-04-17,5,North,Success
TXN_0001603,CUST_00940,19307.82,2024-06-26,7,North,Success
TXN_0001604,CUST_00526,3347.26,2024-10-24,7,East,Success
TXN_0001605,CUST_00334,2612.35,2024-12-23,3,South,Success
TXN_0001606,CUST_00002,3612.41,2024-12-24,4,East,Success
TXN_0001607,CUST_00375,3895.31,2024-05-25,6,South,Success
TXN_0001608,CUST_00293,1973.49,2024-03-14,2,South,Success
TXN_0001609,CUST_00837,1332.76,2024-04-17,6,East,Success
TXN_0001610,CUST_01005,3567.29,2024-05-01,10,East,Success
TXN_0001611,CUST_00553,3006.61,2024-01-17,10,East,Success
TXN_0001612,CUST_00318,1155.27,2024-07-14,4,East,Success
